loan_id,name,phone_number,age,income,credit_score,education,loan_amount,loan_status
LID100418,User418,9731585512,52,108340,683,Graduate,456491,Approved
LID100419,User419,9987780797,45,114439,859,Graduate,810649,Approved
LID100420,User420,9102659408,60,195929,493,Not Graduate,637536,Approved
LID100421,User421,9541638860,21,161214,833,Graduate,346694,Approved
LID100422,User422,9719015520,36,135053,817,Graduate,890125,Approved
LID100423,User423,9426783652,59,68355,484,Graduate,965356,Approved
LID100424,User424,9433245249,25,160938,591,Not Graduate,462857,Approved
LID100425,User425,9973028104,42,145426,634,Graduate,252821,Rejected
LID100426,User426,9429743883,49,84027,415,Not Graduate,830237,Approved
LID100427,User427,9198997662,23,179210,348,Not Graduate,916453,Rejected
LID100428,User428,9515334671,32,112601,381,Not Graduate,327749,Rejected
LID100429,User429,9557049171,46,49956,632,Not Graduate,546389,Rejected
LID100430,User430,9279997674,36,124797,856,Graduate,100713,Rejected
LID100431,User431,9885725559,57,144917,634,Not Graduate,463606,Approved
LID100432,User432,9620642179,42,146303,831,Graduate,387547,Approved
LID100433,User433,9858961299,49,156511,520,Not Graduate,894898,Approved
LID100434,User434,9658991816,34,198313,622,Graduate,578269,Approved
LID100435,User435,9806633708,48,62533,302,Not Graduate,976997,Rejected
LID100436,User436,9568332751,25,179342,505,Graduate,952063,Approved
LID100437,User437,9876481240,50,98815,339,Not Graduate,431382,Rejected
LID100438,User438,9174901508,25,59279,358,Not Graduate,145335,Approved
LID100439,User439,9553584550,32,129787,873,Graduate,157441,Rejected
LID100440,User440,9671723701,36,174960,806,Not Graduate,66984,Approved
LID100441,User441,9359041454,46,168702,871,Not Graduate,699868,Approved
LID100442,User442,9888436260,46,81063,421,Not Graduate,947748,Approved
LID100443,User443,9339463962,41,147896,778,Graduate,465976,Rejected
LID100444,User444,9517308397,59,186216,395,Not Graduate,706884,Approved
LID100445,User445,9756095382,56,117661,713,Not Graduate,692742,Rejected
LID100446,User446,9679725695,53,158051,534,Graduate,99402,Rejected
LID100447,User447,9543623919,50,177261,361,Graduate,141656,Rejected
LID100448,User448,9497891406,57,193672,555,Graduate,115614,Approved
LID100449,User449,9326131222,43,143257,860,Graduate,216963,Rejected
LID100450,User450,9378999695,30,106205,647,Graduate,403153,Rejected
LID100451,User451,9615510755,25,26910,423,Not Graduate,483048,Approved
LID100452,User452,9276186887,56,66857,781,Not Graduate,357980,Approved
LID100453,User453,9353962063,54,54964,616,Not Graduate,980866,Approved
LID100454,User454,9574308940,51,176299,803,Graduate,833077,Approved
LID100455,User455,9322469563,30,157050,347,Not Graduate,986066,Approved
LID100456,User456,9559428022,39,37153,708,Graduate,705337,Rejected
LID100457,User457,9820728583,52,79765,435,Graduate,912839,Approved
LID100458,User458,9561628507,21,128212,500,Not Graduate,844042,Approved
LID100459,User459,9147765798,25,59071,549,Graduate,683669,Rejected
LID100460,User460,9629318602,24,132990,613,Graduate,536134,Approved
LID100461,User461,9398592002,36,89519,667,Not Graduate,65791,Rejected
LID100462,User462,9389375682,44,29503,728,Graduate,108047,Approved
LID100463,User463,9394043168,36,115457,779,Graduate,544064,Approved
LID100464,User464,9801568403,22,167977,613,Not Graduate,284898,Approved
LID100465,User465,9779030586,48,65838,799,Graduate,511122,Approved
LID100466,User466,9188008508,52,145200,654,Graduate,725025,Approved
LID100467,User467,9832630300,47,109489,784,Not Graduate,120246,Rejected
LID100468,User468,9857546121,40,46806,510,Not Graduate,246936,Approved
LID100469,User469,9231683621,44,196072,343,Not Graduate,284955,Rejected
LID100470,User470,9245365104,32,173240,840,Not Graduate,398292,Approved
LID100471,User471,9847431091,55,90119,870,Graduate,620178,Approved
LID100472,User472,9124818234,53,58714,882,Graduate,450010,Approved
LID100473,User473,9831827234,53,75419,391,Not Graduate,607176,Approved
LID100474,User474,9943534764,63,125432,564,Graduate,187821,Rejected
LID100475,User475,9251285228,57,112949,519,Graduate,620819,Rejected
LID100476,User476,9434003048,32,153533,741,Not Graduate,952084,Rejected
LID100477,User477,9899655689,23,165363,700,Not Graduate,857040,Approved
LID100478,User478,9635992216,21,197876,699,Graduate,393130,Approved
LID100479,User479,9372572251,53,96971,875,Not Graduate,396140,Approved
LID100480,User480,9557931612,60,113471,789,Not Graduate,630305,Rejected
LID100481,User481,9776401476,30,84946,784,Not Graduate,547163,Approved
LID100482,User482,9129948476,63,118989,769,Graduate,107676,Approved
LID100483,User483,9151449860,64,104080,873,Not Graduate,585848,Approved
LID100484,User484,9608356429,49,97794,744,Graduate,497617,Approved
LID100485,User485,9161894046,33,50841,568,Graduate,100468,Approved
LID100486,User486,9353236698,32,144447,566,Graduate,737823,Approved
LID100487,User487,9252636010,51,140029,353,Not Graduate,999167,Rejected
LID100488,User488,9600452049,22,199830,827,Not Graduate,501989,Rejected
LID100489,User489,9130496749,55,96272,819,Not Graduate,869555,Approved
LID100490,User490,9553270076,43,57643,358,Not Graduate,668634,Approved
LID100491,User491,9409213989,37,63950,339,Not Graduate,715078,Approved
LID100492,User492,9329339914,46,120500,536,Graduate,767997,Rejected
LID100493,User493,9770867473,28,179116,685,Graduate,836460,Rejected
LID100494,User494,9877803153,49,145588,599,Graduate,97599,Rejected
LID100495,User495,9931555162,46,35997,694,Not Graduate,198469,Rejected
LID100496,User496,9143962121,30,99751,506,Graduate,290270,Approved
LID100497,User497,9949035023,46,118605,635,Graduate,95406,Rejected
LID100498,User498,9643882834,54,174983,892,Not Graduate,884089,Approved
LID100499,User499,9944874225,61,75533,813,Not Graduate,117560,Approved
LID100500,User500,9642863223,27,102566,477,Graduate,566394,Rejected
LID100501,User501,9337022901,24,165643,695,Graduate,678431,Approved
LID100502,User502,9268883130,31,128255,670,Not Graduate,570112,Approved
LID100503,User503,9274376348,49,78005,617,Not Graduate,194575,Approved
LID100504,User504,9480696806,56,63541,668,Not Graduate,104943,Approved
LID100505,User505,9709017685,45,43387,683,Not Graduate,125839,Rejected
LID100506,User506,9499865363,41,113980,361,Graduate,656962,Approved
LID100507,User507,9271910978,56,199980,804,Graduate,599633,Approved
LID100508,User508,9966627156,30,105457,538,Not Graduate,299495,Approved
LID100509,User509,9997619885,57,164129,494,Graduate,100390,Approved
LID100510,User510,9387146699,29,84028,521,Graduate,800401,Approved
LID100511,User511,9983236652,44,139246,360,Not Graduate,371701,Approved
LID100512,User512,9341746630,55,75731,428,Graduate,51906,Approved
LID100513,User513,9723982724,55,175930,455,Graduate,582249,Rejected
LID100514,User514,9644933628,56,199761,677,Graduate,207212,Rejected
LID100515,User515,9579634102,38,64638,885,Not Graduate,955721,Approved
LID100516,User516,9472025436,59,197558,736,Not Graduate,239773,Approved
LID100517,User517,9768827211,52,40567,506,Graduate,389711,Approved
LID100518,User518,9686343179,44,180811,687,Not Graduate,392808,Rejected
LID100519,User519,9386839889,43,77804,779,Not Graduate,131199,Approved
LID100520,User520,9968370724,52,128821,639,Not Graduate,835216,Rejected
LID100521,User521,9690733579,57,23754,639,Graduate,149764,Rejected
LID100522,User522,9518717108,32,47044,503,Graduate,172357,Rejected
LID100523,User523,9810890540,33,87260,460,Not Graduate,392873,Rejected
LID100524,User524,9886553252,43,86912,839,Graduate,471777,Approved
LID100525,User525,9959261817,45,28706,691,Graduate,362712,Approved
LID100526,User526,9320473226,55,28894,874,Graduate,945781,Rejected
LID100527,User527,9383668884,61,169109,833,Graduate,909734,Approved
LID100528,User528,9631415654,50,103986,369,Graduate,669256,Approved
LID100529,User529,9379571094,37,101942,704,Not Graduate,210576,Approved
LID100530,User530,9198091690,40,49725,890,Graduate,952548,Approved
LID100531,User531,9684563747,45,156998,816,Graduate,873578,Rejected
LID100532,User532,9945181192,42,124555,419,Graduate,614585,Approved
LID100533,User533,9540715356,33,29496,516,Not Graduate,660682,Approved
LID100534,User534,9972372743,39,76447,355,Not Graduate,963605,Rejected
LID100535,User535,9339281029,56,121604,665,Not Graduate,962374,Rejected
LID100536,User536,9410598017,32,180878,803,Graduate,511823,Approved
LID100537,User537,9882890720,61,108199,754,Not Graduate,66939,Approved
LID100538,User538,9870365877,39,61321,403,Not Graduate,493931,Approved
LID100539,User539,9827501401,32,173728,376,Not Graduate,356604,Approved
LID100540,User540,9744907295,29,75147,529,Not Graduate,249294,Approved
LID100541,User541,9515453602,27,111396,557,Graduate,980170,Approved
LID100542,User542,9176917320,48,58787,563,Not Graduate,112119,Rejected
LID100543,User543,9183320673,34,41727,630,Not Graduate,740681,Approved
LID100544,User544,9187194978,51,115081,481,Graduate,969283,Approved
LID100545,User545,9154172116,39,142721,849,Graduate,194258,Approved
LID100546,User546,9815823513,36,88056,326,Not Graduate,459675,Approved
LID100547,User547,9481347849,25,154153,575,Graduate,268827,Rejected
LID100548,User548,9765407342,55,185268,598,Not Graduate,317201,Approved
LID100549,User549,9282542423,32,187807,390,Graduate,199805,Approved
LID100550,User550,9258350322,45,100102,779,Graduate,855589,Approved
LID100551,User551,9606615478,41,176570,872,Not Graduate,871462,Rejected
LID100552,User552,9962131796,56,96865,757,Graduate,200685,Approved
LID100553,User553,9593251702,43,182728,750,Not Graduate,682900,Approved
LID100554,User554,9486412083,36,87695,664,Graduate,427224,Approved
LID100555,User555,9229116642,59,188972,650,Not Graduate,919460,Rejected
LID100556,User556,9425390582,62,137235,699,Graduate,529498,Approved
LID100557,User557,9302160910,59,198773,552,Graduate,186260,Approved
LID100558,User558,9463666271,34,128777,758,Graduate,288178,Approved
LID100559,User559,9500405889,51,39033,798,Graduate,309418,Approved
LID100560,User560,9702950624,25,161877,807,Graduate,79680,Rejected
LID100561,User561,9577327096,55,186923,603,Not Graduate,284433,Rejected
LID100562,User562,9836678854,43,46832,800,Graduate,414446,Approved
LID100563,User563,9952394615,49,135725,897,Not Graduate,517616,Approved
LID100564,User564,9690118398,63,165016,465,Not Graduate,498934,Approved
LID100565,User565,9225418210,31,39873,714,Not Graduate,610733,Approved
LID100566,User566,9210755220,38,60372,761,Graduate,580084,Approved
LID100567,User567,9582581221,32,109464,413,Not Graduate,883650,Approved
LID100568,User568,9448928503,29,166451,732,Graduate,744491,Approved
LID100569,User569,9222479589,30,137322,655,Not Graduate,451339,Approved
LID100570,User570,9392648529,64,187823,506,Not Graduate,713582,Rejected
LID100571,User571,9679203724,37,120082,534,Not Graduate,860506,Rejected
LID100572,User572,9887345335,58,25110,741,Not Graduate,952520,Rejected
LID100573,User573,9837696472,27,32087,654,Not Graduate,473041,Approved
LID100574,User574,9722906840,33,174834,814,Graduate,873271,Rejected
LID100575,User575,9732608150,60,102617,507,Not Graduate,943544,Approved
LID100576,User576,9874468358,62,120483,424,Not Graduate,963946,Approved
LID100577,User577,9158964723,29,29596,437,Graduate,642610,Rejected
LID100578,User578,9896513098,47,127539,638,Graduate,892753,Approved
LID100579,User579,9803609781,22,38313,836,Graduate,804534,Approved
LID100580,User580,9907644168,25,133175,367,Not Graduate,684388,Approved
LID100581,User581,9121220819,49,134914,872,Not Graduate,573321,Approved
LID100582,User582,9840485649,57,43705,840,Not Graduate,469204,Approved
LID100583,User583,9263859390,58,93445,682,Not Graduate,871939,Approved
LID100584,User584,9178096174,39,123892,318,Not Graduate,149244,Rejected
LID100585,User585,9371440908,28,22023,749,Not Graduate,541860,Approved
LID100586,User586,9872282424,21,139654,373,Graduate,437932,Approved
LID100587,User587,9581281480,42,100073,872,Graduate,407395,Approved
LID100588,User588,9268513096,37,112197,575,Not Graduate,860238,Approved
LID100589,User589,9797167885,27,84429,347,Not Graduate,180364,Rejected
LID100590,User590,9386074674,45,124195,510,Not Graduate,873333,Approved
LID100591,User591,9524606611,24,53848,839,Not Graduate,460259,Approved
LID100592,User592,9864857120,56,188876,490,Not Graduate,518977,Approved
LID100593,User593,9213777980,26,166451,614,Graduate,452968,Rejected
LID100594,User594,9698898378,51,47766,862,Graduate,250065,Rejected
LID100595,User595,9574247585,39,88099,861,Not Graduate,747976,Approved
LID100596,User596,9577038715,64,187132,412,Graduate,102127,Approved
LID100597,User597,9457576489,59,89122,469,Not Graduate,836885,Approved
LID100598,User598,9429833176,47,167159,767,Not Graduate,911864,Approved
LID100599,User599,9978566647,30,68868,313,Not Graduate,959304,Approved
LID100600,User600,9667121672,46,139119,587,Graduate,661650,Rejected
LID100601,User601,9122189651,39,174297,488,Graduate,323120,Approved
LID100602,User602,9978027534,59,115286,454,Not Graduate,688464,Rejected
LID100603,User603,9932274652,23,26643,866,Graduate,149122,Approved
LID100604,User604,9779276394,33,56727,770,Graduate,382548,Approved
LID100605,User605,9810124296,48,162077,374,Not Graduate,394076,Approved
LID100606,User606,9283632963,40,129079,576,Graduate,671458,Approved
LID100607,User607,9411933296,48,85697,642,Graduate,389851,Approved
LID100608,User608,9161150992,28,36029,724,Not Graduate,532863,Approved
LID100609,User609,9432834509,61,165298,870,Not Graduate,267912,Approved
LID100610,User610,9258967305,59,179803,810,Graduate,822466,Approved
LID100611,User611,9929300958,21,129458,481,Not Graduate,285851,Approved
LID100612,User612,9147816395,23,130384,757,Graduate,405933,Approved
LID100613,User613,9915177870,33,88926,363,Not Graduate,670804,Approved
LID100614,User614,9371466409,48,157069,559,Not Graduate,969521,Approved
LID100615,User615,9266666010,45,75506,492,Not Graduate,582245,Approved
LID100616,User616,9615053642,53,98229,705,Not Graduate,557750,Approved
LID100617,User617,9632324065,58,62092,392,Graduate,157724,Rejected
LID100618,User618,9529187405,26,82539,729,Not Graduate,448008,Rejected
LID100619,User619,9994303320,64,172889,733,Not Graduate,325381,Approved
LID100620,User620,9446386233,52,188933,703,Not Graduate,888018,Approved
LID100621,User621,9805737944,41,33428,733,Graduate,855684,Approved
LID100622,User622,9176236478,36,195006,411,Graduate,453923,Rejected
LID100623,User623,9229196223,41,161330,674,Not Graduate,739566,Approved
LID100624,User624,9154571901,31,77775,358,Not Graduate,577831,Approved
LID100625,User625,9533730244,57,25469,342,Not Graduate,749495,Rejected
LID100626,User626,9263690921,56,48854,506,Not Graduate,297541,Approved
LID100627,User627,9717566968,55,157328,595,Not Graduate,678935,Approved
LID100628,User628,9744835572,39,96256,417,Not Graduate,609319,Approved
LID100629,User629,9351066777,40,185009,831,Graduate,224001,Approved
LID100630,User630,9234541405,38,119134,521,Not Graduate,377891,Rejected
LID100631,User631,9169961507,61,152723,465,Not Graduate,501067,Rejected
LID100632,User632,9640111889,34,104730,455,Not Graduate,367455,Approved
LID100633,User633,9725558800,35,176123,483,Not Graduate,555329,Approved
LID100634,User634,9154078402,51,47386,389,Not Graduate,810691,Approved
LID100635,User635,9821231968,21,167256,393,Not Graduate,115867,Approved
LID100636,User636,9226127526,23,53787,312,Graduate,138780,Approved
LID100637,User637,9225095368,36,41621,737,Graduate,107196,Approved
LID100638,User638,9789429186,43,97984,837,Graduate,647993,Approved
LID100639,User639,9782376310,31,196325,886,Graduate,894326,Approved
LID100640,User640,9179468868,32,54051,449,Graduate,924072,Approved
LID100641,User641,9740968405,30,69811,307,Graduate,550653,Approved
LID100642,User642,9169016482,52,50447,328,Not Graduate,326735,Approved
LID100643,User643,9401573349,36,148046,595,Not Graduate,671535,Approved
LID100644,User644,9282806957,28,181326,639,Not Graduate,754253,Approved
LID100645,User645,9383362536,58,104045,738,Not Graduate,50727,Approved
LID100646,User646,9160430077,32,136859,443,Not Graduate,988863,Approved
LID100647,User647,9983873996,44,165544,818,Not Graduate,93822,Approved
LID100648,User648,9833010745,48,23471,344,Graduate,415543,Approved
LID100649,User649,9308727968,28,140312,538,Not Graduate,162113,Approved
LID100650,User650,9439160198,48,159401,454,Graduate,269606,Approved
LID100651,User651,9141564570,56,185937,480,Graduate,442575,Rejected
LID100652,User652,9321084571,46,66850,514,Not Graduate,978433,Approved
LID100653,User653,9646881400,28,74220,387,Not Graduate,440732,Approved
LID100654,User654,9552491458,48,113808,555,Not Graduate,634379,Approved
LID100655,User655,9365115546,48,157469,810,Not Graduate,523594,Approved
LID100656,User656,9333676152,57,186597,372,Not Graduate,204591,Approved
LID100657,User657,9493735685,61,73072,478,Not Graduate,460609,Approved
LID100658,User658,9536770643,56,103820,511,Not Graduate,255603,Approved
LID100659,User659,9352136819,47,43284,533,Graduate,930624,Approved
LID100660,User660,9753318055,37,103369,764,Not Graduate,229006,Approved
LID100661,User661,9286472461,29,45122,522,Not Graduate,422949,Approved
LID100662,User662,9960024399,53,150349,563,Graduate,209912,Rejected
LID100663,User663,9214344902,40,90553,506,Not Graduate,954521,Approved
LID100664,User664,9784031588,33,114788,665,Not Graduate,663655,Rejected
LID100665,User665,9144270870,48,82812,575,Graduate,63265,Rejected
LID100666,User666,9952980605,49,27999,679,Not Graduate,448640,Approved
LID100667,User667,9685641886,33,42436,608,Not Graduate,463841,Approved
LID100668,User668,9829061203,55,62963,567,Not Graduate,653910,Approved
LID100669,User669,9786258942,26,153168,363,Not Graduate,734547,Rejected
LID100670,User670,9822450198,38,176351,649,Not Graduate,348073,Rejected
LID100671,User671,9590377110,25,128899,793,Not Graduate,374036,Approved
LID100672,User672,9484560221,45,46201,822,Graduate,725899,Rejected
LID100673,User673,9909490223,22,170787,397,Not Graduate,368774,Approved
LID100674,User674,9154415652,30,180381,370,Not Graduate,271711,Approved
LID100675,User675,9504580284,50,166150,663,Graduate,536626,Rejected
LID100676,User676,9772350307,25,25105,869,Graduate,976719,Rejected
LID100677,User677,9274667405,53,137666,575,Not Graduate,220457,Approved
LID100678,User678,9425237089,21,114848,349,Graduate,705313,Rejected
LID100679,User679,9590452444,38,22839,657,Not Graduate,661868,Rejected
LID100680,User680,9252928297,52,88920,863,Not Graduate,389606,Rejected
LID100681,User681,9749299944,31,63619,784,Graduate,687684,Rejected
LID100682,User682,9117404882,41,62821,383,Not Graduate,409181,Rejected
LID100683,User683,9252473116,46,145736,883,Not Graduate,145310,Approved
LID100684,User684,9709300395,45,164565,595,Graduate,206080,Rejected
LID100685,User685,9244126367,42,37069,535,Graduate,361072,Approved
LID100686,User686,9609380653,47,27531,355,Graduate,788456,Rejected
LID100687,User687,9344785043,33,188123,659,Graduate,139876,Approved
LID100688,User688,9318398510,53,158808,409,Not Graduate,599264,Approved
LID100689,User689,9380154582,54,158782,491,Graduate,819302,Approved
LID100690,User690,9206705243,61,87155,392,Graduate,437128,Approved
LID100691,User691,9972172898,55,165047,867,Graduate,732986,Approved
LID100692,User692,9741135026,21,82424,359,Graduate,410400,Rejected
LID100693,User693,9449007896,41,65603,338,Graduate,412681,Rejected
LID100694,User694,9767661574,26,174324,839,Not Graduate,240861,Approved
LID100695,User695,9397444325,48,152503,348,Graduate,972204,Rejected
LID100696,User696,9122389499,37,188553,719,Not Graduate,683619,Rejected
LID100697,User697,9498161588,25,112573,312,Graduate,769005,Approved
LID100698,User698,9199557045,51,160629,335,Graduate,301666,Approved
LID100699,User699,9742240353,25,123302,400,Graduate,319670,Rejected
LID100700,User700,9787332368,58,151234,385,Graduate,678151,Approved
LID100701,User701,9711798242,23,185814,815,Graduate,249121,Rejected
LID100702,User702,9329699690,43,39675,522,Graduate,385510,Rejected
LID100703,User703,9635288039,57,93997,637,Graduate,502333,Rejected
LID100704,User704,9472205894,57,168087,465,Graduate,106096,Approved
LID100705,User705,9459518087,30,183663,682,Not Graduate,713270,Approved
LID100706,User706,9851276926,30,160905,675,Graduate,907617,Approved
LID100707,User707,9284843559,39,27896,770,Not Graduate,100248,Approved
LID100708,User708,9709376398,37,184044,330,Graduate,255728,Approved
LID100709,User709,9928668093,41,69733,674,Not Graduate,969455,Approved
LID100710,User710,9726885322,34,61800,310,Graduate,129888,Approved
LID100711,User711,9146783418,29,116044,601,Graduate,256354,Rejected
LID100712,User712,9350705076,21,25347,395,Graduate,290346,Approved
LID100713,User713,9366279423,33,153715,489,Not Graduate,668821,Approved
LID100714,User714,9484932950,24,60785,752,Not Graduate,91954,Approved
LID100715,User715,9691762102,21,38681,491,Not Graduate,401863,Approved
LID100716,User716,9783352177,60,123864,785,Not Graduate,714164,Approved
LID100717,User717,9533091693,52,166964,565,Graduate,798065,Rejected
LID100718,User718,9653333065,54,67299,723,Graduate,312739,Approved
LID100719,User719,9478475296,48,37073,427,Graduate,341736,Rejected
LID100720,User720,9113329705,51,122304,537,Not Graduate,614931,Approved
LID100721,User721,9688707732,28,50682,654,Graduate,304793,Rejected
LID100722,User722,9325409576,59,144302,411,Not Graduate,374809,Rejected
LID100723,User723,9813641834,46,165361,745,Not Graduate,988327,Rejected
LID100724,User724,9376140213,54,135359,642,Not Graduate,318116,Rejected
LID100725,User725,9225038564,23,158999,444,Not Graduate,328026,Rejected
LID100726,User726,9838976471,32,199402,364,Not Graduate,771754,Rejected
LID100727,User727,9886276883,21,86707,546,Graduate,514271,Approved
LID100728,User728,9924168739,64,85428,789,Not Graduate,729129,Approved
LID100729,User729,9388667888,25,70601,738,Not Graduate,599308,Approved
LID100730,User730,9405399198,50,153611,405,Graduate,414765,Approved
LID100731,User731,9290110185,50,131487,480,Not Graduate,921806,Approved
LID100732,User732,9882737494,37,173741,483,Not Graduate,94912,Approved
LID100733,User733,9814666455,43,171716,525,Graduate,62879,Rejected
LID100734,User734,9599007345,35,169817,388,Graduate,608086,Rejected
LID100735,User735,9313841603,57,48228,829,Graduate,682079,Approved
LID100736,User736,9297181207,41,185593,670,Not Graduate,533042,Approved
LID100737,User737,9947106996,34,142788,698,Graduate,751433,Rejected
LID100738,User738,9737610231,22,117239,405,Graduate,387935,Approved
LID100739,User739,9427678550,31,46928,570,Graduate,903415,Rejected
LID100740,User740,9720113294,59,38322,802,Not Graduate,537947,Approved
LID100741,User741,9396291043,58,107896,824,Graduate,708210,Approved
LID100742,User742,9232000411,54,82292,331,Not Graduate,209472,Approved
LID100743,User743,9800315405,58,49055,692,Not Graduate,848385,Rejected
LID100744,User744,9657203271,54,62891,339,Graduate,680698,Approved
LID100745,User745,9473984839,38,101912,517,Not Graduate,699443,Approved
LID100746,User746,9496741643,50,157660,381,Not Graduate,204607,Approved
LID100747,User747,9445679207,35,110536,500,Graduate,780896,Approved
LID100748,User748,9442572956,47,26304,746,Not Graduate,518255,Rejected
LID100749,User749,9361791006,54,27345,727,Graduate,302712,Rejected
LID100750,User750,9458129355,58,180372,337,Not Graduate,917461,Approved
LID100751,User751,9788430253,53,175331,510,Not Graduate,54055,Approved
LID100752,User752,9789075360,44,111006,743,Graduate,350314,Approved
LID100753,User753,9799094517,35,166424,626,Graduate,279016,Rejected
LID100754,User754,9918074327,50,149350,526,Not Graduate,812945,Rejected
LID100755,User755,9235212782,62,184437,347,Not Graduate,936408,Approved
LID100756,User756,9809049560,37,39446,317,Graduate,340395,Rejected
LID100757,User757,9743918172,25,22336,738,Not Graduate,972036,Approved
LID100758,User758,9591721706,49,82032,486,Not Graduate,710284,Rejected
LID100759,User759,9623030164,24,117852,644,Not Graduate,98037,Rejected
LID100760,User760,9656150213,30,158593,523,Not Graduate,142115,Rejected
LID100761,User761,9603993932,37,174553,787,Graduate,914358,Rejected
LID100762,User762,9182148536,30,38474,528,Graduate,522032,Approved
LID100763,User763,9406653908,37,197832,689,Graduate,532870,Rejected
LID100764,User764,9168530963,40,75718,888,Graduate,120400,Approved
LID100765,User765,9525643436,44,64629,487,Graduate,673813,Approved
LID100766,User766,9652693053,25,65232,569,Graduate,413308,Approved
LID100767,User767,9490800560,54,106544,609,Not Graduate,273457,Rejected
LID100768,User768,9890573360,26,70669,431,Graduate,798462,Approved
LID100769,User769,9638693248,22,89184,850,Not Graduate,191774,Approved
LID100770,User770,9169729094,33,199017,371,Not Graduate,943164,Approved
LID100771,User771,9831718580,63,33140,486,Not Graduate,65385,Approved
LID100772,User772,9713682366,63,146468,785,Graduate,845768,Approved
LID100773,User773,9792588839,31,103457,490,Not Graduate,901853,Rejected
LID100774,User774,9170405799,43,34357,721,Graduate,998729,Rejected
LID100775,User775,9313748833,36,131672,419,Not Graduate,610309,Approved
LID100776,User776,9278640561,51,88673,519,Not Graduate,971286,Rejected
LID100777,User777,9630272264,31,141673,352,Graduate,558670,Rejected
LID100778,User778,9483018250,36,85633,750,Not Graduate,167369,Approved
LID100779,User779,9417732404,28,116111,711,Not Graduate,794990,Rejected
LID100780,User780,9236835954,24,98258,536,Not Graduate,623399,Rejected
LID100781,User781,9487156415,60,163996,705,Not Graduate,139402,Approved
LID100782,User782,9949642910,24,89286,721,Graduate,694062,Approved
LID100783,User783,9893262358,45,113269,546,Not Graduate,303724,Rejected
LID100784,User784,9349553926,23,94071,371,Not Graduate,789945,Approved
LID100785,User785,9123692087,52,50651,484,Graduate,879151,Approved
LID100786,User786,9653566691,23,90202,305,Not Graduate,277600,Approved
LID100787,User787,9901283588,47,68777,505,Not Graduate,754397,Approved
LID100788,User788,9371658360,49,168066,843,Not Graduate,523319,Rejected
LID100789,User789,9317046230,52,87263,686,Not Graduate,699983,Approved
LID100790,User790,9695647316,39,120158,375,Graduate,184585,Approved
LID100791,User791,9811432408,41,30800,476,Not Graduate,820543,Approved
LID100792,User792,9425748098,25,57823,648,Graduate,718695,Approved
LID100793,User793,9224759401,38,83878,554,Not Graduate,749500,Approved
LID100794,User794,9999397095,48,38708,607,Not Graduate,154126,Approved
LID100795,User795,9997143585,62,163891,644,Not Graduate,785733,Rejected
LID100796,User796,9309385271,42,83870,426,Graduate,651946,Approved
LID100797,User797,9956251675,41,29283,586,Not Graduate,215912,Approved
LID100798,User798,9277225447,26,181645,895,Not Graduate,867439,Approved
LID100799,User799,9192360207,21,98707,786,Graduate,681121,Approved
LID100800,User800,9156030349,25,182005,682,Graduate,168637,Approved
LID100801,User801,9744913315,61,25774,705,Graduate,957153,Approved
LID100802,User802,9846161284,32,162055,687,Graduate,667508,Rejected
LID100803,User803,9126456216,46,116468,824,Not Graduate,76393,Approved
LID100804,User804,9798908572,54,116334,856,Not Graduate,631768,Rejected
LID100805,User805,9242969867,34,38133,575,Not Graduate,953675,Approved
LID100806,User806,9830289423,46,166011,799,Not Graduate,924722,Rejected
LID100807,User807,9543515997,47,20781,636,Graduate,529551,Approved
LID100808,User808,9249700299,29,134586,780,Not Graduate,940695,Rejected
LID100809,User809,9904051310,46,47624,572,Not Graduate,714467,Approved
LID100810,User810,9941911749,42,26823,357,Not Graduate,571397,Approved
LID100811,User811,9365094581,50,38489,627,Not Graduate,842425,Approved
LID100812,User812,9396330981,63,191033,408,Graduate,143650,Rejected
LID100813,User813,9755425401,37,49118,578,Not Graduate,808685,Approved
LID100814,User814,9903681996,46,120417,627,Not Graduate,568196,Approved
LID100815,User815,9666432571,56,101816,614,Not Graduate,954027,Rejected
LID100816,User816,9515014305,21,173335,773,Graduate,102066,Approved
LID100817,User817,9471947887,28,33565,410,Graduate,423994,Rejected
LID100818,User818,9744463317,55,171426,528,Not Graduate,879374,Approved
LID100819,User819,9807702930,35,194023,796,Not Graduate,66138,Rejected
LID100820,User820,9661079961,42,111179,455,Not Graduate,168558,Approved
LID100821,User821,9388132994,34,43648,772,Graduate,308480,Approved
LID100822,User822,9959600505,46,61971,571,Not Graduate,487743,Approved
LID100823,User823,9835368926,48,38658,301,Not Graduate,321334,Rejected
LID100824,User824,9591052946,43,41253,810,Not Graduate,928691,Approved
LID100825,User825,9275962404,34,199635,585,Graduate,128422,Approved
LID100826,User826,9175308072,44,177462,312,Not Graduate,761058,Rejected
LID100827,User827,9474997162,22,108664,797,Not Graduate,656603,Approved
LID100828,User828,9416120144,46,123850,537,Graduate,79086,Rejected
LID100829,User829,9308867395,34,183730,393,Graduate,984826,Rejected
LID100830,User830,9780387407,27,157924,637,Not Graduate,175604,Rejected
LID100831,User831,9310596052,23,153623,470,Graduate,937246,Rejected
LID100832,User832,9804023559,43,91947,866,Not Graduate,169324,Approved
LID100833,User833,9326530551,63,81001,766,Graduate,526785,Approved
LID100834,User834,9479916030,38,142775,442,Graduate,790970,Rejected
